asin,rating,review_title,review_text,review_date,year,sentiment,product_title,main_category,price
B00HNQBIP0,5.0,Genuine O.E.M. Part - Fits PITCO Fryer Filtration Machine,Fit was perfect - Motor came well packaged - I've bought 2 of these exact motors from AMAZON and they work great - Just hope IF something goes wrong that there is some type of warranty IF it's within 1 year -- Most manufacturers give at least 1 year for a motor this expensive.,2019-09-18 23:58:52.273999929,2019,Positive,Pitco PP10101 Pump Motor 1/3Hp 115/230V 50/60H,Tools & Home Improvement,
B09M86QMGD,5.0,Perfect,"These are super easy to install. If you haven't done it before, don't worry, it really is a easy as it looks. These replacement rods are equal or better quality than the ones that come from the factory.  I installed them this afternoon and have run a couple loads. Everything is working fine.",2022-05-15 01:27:16.450999975,2022,Positive,"Upgrade 4 pieces DC97-16350S DC97-16350T DC97-16350K DC97-16350R Washer Suspension Rods (26.4in) Replaces DC97-16350U, DC97-16350E, Compatible with samsung Washer WA50R5200AW, Wa45t3200aw, Wa45m3100aw",Industrial & Scientific,$51.66
B08FC39W7P,5.0,Great,Great replacement part. Very quick shipping.,2023-05-19 09:24:54.970000029,2023,Positive,WE12M29 Dryer Drum Drive Belt Fit for GE Hotpoint Replaces 137292700 AP4324040 WE12M0022 WE12M22 WE12M29 WE12M33 WE12X21574,Industrial & Scientific,$9.15
B00C0YPJZU,5.0,Five Stars,Perfect fit,2015-01-09 10:12:29.000000000,2015,Positive,"WaterSentinel WSL-3 Refrigerator Replacement Filter: Fits LG LT700P Filterss (3-Pack) , Blue",Tools & Home Improvement,$54.99
B07R4RHC4H,5.0,Reasonable price & fast delivery.,"Fit perfectly and so far, is working.",2022-01-21 20:27:00.526000023,2022,Positive,"【Upgraded】Heating Element for Samsung Dryer, Dryer Heating Element DC47-00019A for Samsung dv42h5000ew/a3 dv45h7000ew/a2 Dryer Parts, Including DC96-00887A, DC47-00016A, DC47-00018A and DC32-00007A",Tools & Home Improvement,$35.99
B08TWMBXGK,5.0,Worked!,Work great!,2022-07-16 22:15:42.270999908,2022,Positive,"8544771 Dryer Heating Element Fit for Maytag Whirlpool WP8544771 PS11746337 W10836011 WP8544771VP 1180054 AP6013115 (5400Watt 240 Volt), with 2PCS 3392519 279816 279973 Thermal Fuse & Thermostat Kit",Tools & Home Improvement,$31.24
B073DCKJB1,5.0,Work in the older model Keurig's also!,Fit fine on older units.,2022-10-08 17:16:49.469000101,2022,Positive,GoldTone Brand 6 Carbon Water Filters + Water Filter Holder. Replaces your Keurig 1.0 Filter Holder + Keurig Charcoal Water Filter & Breville Carbon Water Filter + Breville Filter Holder,Amazon Home,$11.99
B07VDSJ4Z6,1.0,"Poor design, seems very dangerous.","To light the oven, you have to open the door all the way, turn the knob on full, and once the gas is lit, you have to wait a few moments to set the temperature you want, or the flame will go out. If you do it wrong, the oven will still release gas without lighting it. This strikes me as being extremely dangerous in a household appliance, particularly when most gas ovens let you just set the temperature, and everything works. I am astonished that they manufacture and sell an oven without safety interlocks to keep the oven from filling the house with gas.<br />I have only had it one day, but have already had to reset the clock several times, because it loses the time, resets itself to 12:00, and starts blinking. It seems to keep time for maybe an hour or so.<br />The instruction manual is very poorly written, and has two sections on how to set the clock. One of them is for how to set minutes, the other is for how to set hours, but you kind of have to figure that out for yourself.<br />The temperature settings are printed around the outside edge of the dial, making it very difficult to see what the temperature is set at unless you are right next to the oven. They should have been printed on the face of the dial so they could be seen from a few feet away.<br />This was the only 30"" gas wall oven I could find, so I took a chance on it. I regret that decision, and wish I had gone with electric, because then I would have had a better selection.<br />Since I had to wait for a custom cabinet to be made, I was past the return time when I discovered these issues. Now I am stuck just eating the cost of this terrible product and installing something else that will not put my family at risk.<br />UPDATE - got it taken out, installed an electric oven in its place. I am much happier without this explosion waiting to happen in my kitchen. But I am still stuck with this terrible product taking up room in my garage, because I cannot in good conscience sell it to someone else and put them at risk.",2021-03-24 11:27:56.625000000,2021,Negative,Summit SGWO30SS 30 Inch Wide 3 Cu. Ft. Single Gas Oven with Convection,Appliances,
B01BGMU3TI,1.0,One Star,mine lasted from 17 Dec 2017 to 2 Jan 2018would you buy another?,2018-01-03 19:28:55.223000050,2018,Negative,"NAPCO 3387747 Dryer Heat Element, White",Tools & Home Improvement,$31.39
B000DLB2FI,5.0,Great Keurig accessory...,"Our youngest daughter and I are the only coffee drinkers (my wife doesn't indulge) in our home, and we like various blends and flavors of coffees, plus regular and decaf.  The Keurig really made sense for us, and this filter made it that much better, being able to use our own coffees, from any source, rather than the more expensive packaged cups.  We actually bought two of them, for convenience sake.",2014-02-07 00:29:17.000000000,2014,Positive,Keurig My K-Cup Reusable Coffee Filter - Old Model,Amazon Home,$19.25
B017AQDKSK,5.0,Perfect for granite counters,"I’m not a fan of screwing the dishwasher in to the neighbors oring counters and I didn’t want to try drilling into the counter. These worked perfectly and allowed me to get it perfectly straight and not have to line up the dishwasher with the cabinets.<br /><br />When installing with these, get the dishwasher level with all 4 feet and with the pads in place and the tape backing still on. Then, lower the front feet enough to slide it forward and so the tape won’t touch while sliding it back. Peel off the backing then sliding it back in. Once everything is lined up again, raise the front feet until it’s back it position. Then you can just press the tape until it’s completely secure. You could even take some type of clamp and really squeeze it tight.",2022-08-15 23:24:37.085999966,2022,Positive,"Frigidaire Smart Choice L304458800 Frigidaire Dishwasher Granite Countertop Installation Bracket Kit, Black",Tools & Home Improvement,$12.81
B0050EH4EG,4.0,Dometic Portable Ice Maker HZB-15S,"I love this ice maker, have had it several years now and the only issue I have with it is the ice tray is weak and breaks. I have replaced it once before and now need another one. These parts are impossible to find and wish we would have bought several for replacement. So, for now, I will try to do a plastic weld to get it going again. Maybe Amazon will start caring parts for it.",2020-10-16 16:33:14.973999977,2020,Positive,Dometic HZB-15S Black Stainless Steel Portable Top Load Ice Maker,Automotive,
B00FKIR1B8,3.0,Okay once you use glue or strong tape,Like many of the other reviews I’ve read this shelf will fall of INSANELY easily. I barely would bump it and it would fall off. Thankfully my husband had some sturdy double sided tape and used that to attached it. Once he did that the shelf worked perfectly.,2021-05-14 03:44:11.065999985,2021,Neutral,"240338001 - OEM FACTORY ORIGINAL FRIGIDAIRE ELECTROLUX REFRIGERATOR DOOR SHELF (24.5"" wide X 2.5"" inches deep)",Tools & Home Improvement,$46.95
B00JUZBGSG,5.0,Five Stars,Great!,2016-03-21 02:16:02.000000000,2016,Positive,Frigidaire FFSS2614QP 26.0 Cu. Ft. Pearl White Side-By-Side Refrigerator,Appliances,
B07R3YF9Q7,5.0,Works AWESOME,works great. trick to installing is having each side locked together. close frig and attach each side. do not have any slack in cable but don't make it to tight.<br />So far has kept my autistic son out of the frig.,2020-05-07 20:07:47.538000107,2020,Positive,"Refrigerator Lock,Fridge Lock with Keys,Freezer Lock and Refrigerator Lock for Child Proof(Fridge Lock-Black 1Pack)",Baby,$13.99
B01M17ZCN0,5.0,A monkey could remove and install this.,Easy to remove and install. Good value,2022-08-09 02:56:43.457000017,2022,Positive,Replacement Washer Pump for Whirlpool W10276397,Tools & Home Improvement,$48.99
B00YD2HVG2,5.0,Five Stars,GLAD TO HAVE THIS REPLACEMENT OTHER THAN SAMSUNG WHICH IS MUCH MORE MONEY!!  THANKS!,2017-10-30 13:15:00.667000055,2017,Positive,"Replacement for RS265TDRS/XAA 02 Refrigerator Water Filter - Compatible with DA29-00020B, DA29-00020A, HAF-CIN Fridge Water Filter Cartridge",Appliances,$12.99
B01MZ8FZ9Y,5.0,Yes,Yes,2019-11-20 12:01:56.372999907,2019,Positive,NewPowerGear Dryer Timer Knob Replacement For HTDX100EM0WW HTDX100EM1WW HTDX100EM2WW HTDX100EM3WW HTDX100EM4WW HTDX100EM5WW HTDX100EM6WW,Tools & Home Improvement,$7.21
B0051W8LEO,5.0,so I am glad this was so easy to install,"A DIY repair is much cheaper than buying a new machine, so I am glad this was so easy to install.",2015-05-14 15:00:19.000000000,2015,Positive,Frigidaire 131763202 Washer Door Lock Assembly,Tools & Home Improvement,
B079VH9T21,5.0,Fits my kitchenaid great,overall this is a cheaper alternative compared to the filter i have been buying and works just as great.,2019-09-10 13:17:41.875000000,2019,Positive,"AQUALINK UKF8001 Replacement for EveryDrop EDR4RXD1, Filter 4, 4396395, Maytag UKF8001AXX-200 Refrigerator water filter, 3PACK, Puriclean II, RFC0900A, RWF0900A, EFF-6007A",Amazon Home,
B0179LQ0VA,1.0,Not compatible,This is advertised as working with the Keurig 2.0. Every time I put it in the machine I get a message saying it is NOT compatible.,2022-11-15 15:28:49.328000069,2022,Negative,"Housewares Solutions 2 Refillable/Reusable Carafe K Cup Filters for Keurig 2.0, K200, K300, K400, K500 Series of Brewing Machines",Amazon Home,$8.95
B0897MYFSR,1.0,No lava,No sirve,2020-08-09 06:00:37.867000103,2020,Negative,"YDCW Portable Mini Tub Washing Machine,Foldable Personal Compact Ultrasonic Turbines Rotating Washer,USB Powered Convenient Laundry for Camping Apartments Dorms RV Business Travel(Blue),B(Upgrade)",Appliances,$55.99
B01BRMEGZ4,5.0,Great deal!,Great price and fixed my shaking whirlpool cabrio washer.,2019-03-16 22:08:53.996000051,2019,Positive,"Whirlpool W10780044 Suspension, White",Tools & Home Improvement,$60.67
B00F23X8DQ,5.0,Easy to install both of them.,"Was not a big task opening the back of the dryer and replacing both of them fit perfectly. I am reviewing the shipping, outside quality and ease of installation. Do not know if they work well as the dryer still does not work (initially worked after I replaced the door switch) and now I will try to fix it by replace the start switch.",2013-12-28 15:37:17.000000000,2013,Positive,"PART # 3387134 AND 3392519 GENUINE REPLACEMENT CLOTHES DRYER THERMOSTAT & BLOWER FUSE KIT FOR WHIRLPOOL, KENMORE, SEARS, ROPER, KITCHENAID, ESTATE, AND ADMIRAL",Appliances,
B005B462YI,5.0,perfect replacement dispenser,"These parts get really beat up over time. This replacement has worked perfectly and was easy to install. It looks a little different than the original part, but with no functional consequences.",2016-05-22 17:24:48.000000000,2016,Positive,Whirlpool W10224431 Dispenser for Dishwasher,Tools & Home Improvement,
B01BIDPHYQ,5.0,Did the job,We can drink the refrigerator water again.,2018-12-10 06:21:07.188999891,2018,Positive,Best GE MWF Refrigerator Water Filter Smartwater Compatible Cartridge,Amazon Home,$16.99
B09MD4BYXG,5.0,Works great,Just what we needed,2023-03-05 18:50:11.609999895,2023,Positive,"Pedestal for Washing Machine Dryer Refrigerator Stand Height 5.5-6.7 inches Heavy-Duty Adjustable Appliance Base Fridge Stand for Vertical Air Conditioner Dishwasher (4 legs,grey)",Tools & Home Improvement,$48.00
B00TLEVVNG,1.0,Junk,"Broke on very first day, avoid.",2020-02-13 01:14:00.760999918,2020,Negative,Exact Replacement Parts Inc ER240323001 Bin (White) Genuine Original Equipment Manufacturer (OEM) Part White,Tools & Home Improvement,
